1.083647129790662245e+00,6.883405347359982107e-01,1.207210611744746531e+00,-1.774105834523834968e+00,2.073130558274552726e+00,2.209129206694726566e+00,-2.454718643471798245e+00,9.092603766160540779e-01,-7.983214141872361225e-01,5.144778656692262642e-01
-1.409105179779670092e+00,-4.650245190324084343e-01,3.409839371818771947e-01,5.555668655170012959e-01,4.453922332960418284e-01,2.395902739345043386e+00,-1.161417259445355121e+00,8.076648956829282078e-01,-4.779974002473372785e-01,5.070830411557721851e-01
-7.700997577738796784e-02,2.186751203077018715e-02,7.065846332411015451e-01,-1.431303090345056539e+00,-1.361248817645531961e+00,2.297529286477736576e+00,-1.049740028439767325e+00,3.828364487945652983e-01,9.266051463052512593e-01,9.185657933011976972e-01
1.391487418317649327e+00,1.313039402922207888e+00,-5.772143392496432712e-01,-5.477943109160962054e-01,4.464058850648939224e-03,1.872579668411863629e+00,2.330806872603310431e-01,4.795686344395705958e-01,2.578726638274941307e-01,-1.198326273113188983e-01
4.890582852207285836e-01,-7.607287712103176780e-01,-8.482209408685310592e-01,5.603681544470425768e-01,1.970139267585893361e-01,-1.710729785115436830e+00,1.992158140785720732e+00,-4.926839042753577425e-01,9.979307687744869426e-01,-2.108966427926331821e+00
-4.397304824974900828e-01,1.084226435959916968e+00,1.172502217722251050e+00,-1.365828050846072284e+00,1.271944529740074437e-01,1.151346030394612363e+00,2.293329934310901930e+00,-2.124782346752919771e-01,1.971506819588264015e-01,-4.391146330328307146e-01
-9.307726817260558727e-01,1.853790439998712847e+00,9.040317783682582098e-01,-1.097693320423003049e+00,2.726491395024647213e-01,-4.073614123033501011e-01,-9.196599850145448229e-01,6.859802466688138534e-01,9.373102626302540763e-01,-7.350523287909472604e-03
-3.296465236686536016e-01,-9.364769183360220905e-01,-7.517246983043286424e-01,-3.579505680713890997e-02,3.238483494071652813e-01,-2.049414567111623453e-01,-9.419864231223876727e-01,1.712654796946518621e-01,6.212794104795348327e-01,4.315898573037248442e-01
5.986979461635268951e-01,-1.909916710274510487e+00,1.243873804049903775e+00,-7.390737725102739519e-01,9.500479420967580246e-01,1.593302051164022348e+00,-1.570775633465935961e+00,7.539312859687359591e-02,1.209140141707657046e+00,6.063188187576409316e-01
1.289946305641004987e+00,-4.421606622523405195e-01,-1.400523400275990760e+00,1.541350436037194127e+00,-2.441968970925710636e+00,-2.314095776259407402e-03,-1.652009719610177729e+00,-3.575248838567424148e-02,-5.006771245765073708e-01,-7.774122823070243049e-01
9.286524467388648230e-01,6.438188426629651850e-01,3.944993813587316378e-01,2.792265573488946107e+00,8.506860909660855785e-02,-2.926343433344593542e-02,-2.372485320327107239e+00,1.806553238738011880e+00,-5.205771230715193765e-01,-6.868693897047232211e-01
-9.257102424860620404e-01,-1.247825080484967541e+00,-8.447658354731220065e-01,-1.579230048513889928e+00,-2.269034930385321225e+00,1.256122759604377359e+00,-6.818011741602800768e-01,-4.296451717734869891e-01,-2.115126565963846961e+00,1.599623293007826685e+00
1.074274727586501443e+00,5.284440026795471645e-01,1.023401495235728292e-01,5.855609752301867976e-01,-6.200097465118263873e-01,1.117656755717631345e+00,3.600681188601505961e-02,-1.110648161044441640e+00,-2.243085173349163686e+00,-1.565180097689460759e+00
5.689532582879525124e-02,3.250061450200430468e-01,-4.019018414107553006e-01,-1.667687511833754188e-01,1.425121866426663386e+00,3.953900279141503438e-01,-1.121494368125640850e+00,-1.067892020829270372e+00,1.545115239584238798e-01,1.528905128928463308e-01
9.931187330312414296e-01,1.312392425770843696e+00,1.929731736661223884e+00,8.276599610101895710e-01,1.616302241656713823e-01,9.324632700290019782e-01,-7.241795437190884366e-01,2.048210145946378624e-01,1.122997015313198288e+00,5.988968014006184060e-01
-7.564149505198565215e-01,-2.815093628469733655e-01,3.398780788026736777e-01,-7.559667323802965466e-01,5.364210097726501703e-01,5.663316298191157366e-02,-1.678546528318388464e+00,6.059169412403266897e-01,-3.077694812432087423e-01,-2.357119644902312960e-01
1.758240418111923498e-01,1.140872915240242591e+00,-7.964425331789062312e-01,9.504773181424084338e-01,-2.142734256386978675e+00,2.408825636304693860e-02,9.170108576297971714e-01,1.399960847544439724e-01,-8.888004059008328128e-02,2.361790117430361269e-01
-7.110432134982925811e-01,-4.145944700397309890e-01,-4.328279547766480939e-01,1.066621961738413393e+00,-1.485996515996006906e+00,1.331695024652695514e+00,-8.469014631654966374e-01,4.589405577407060233e-01,8.387839525195757429e-02,7.272338526753903132e-01
